ID,NAME,PARENT_ID,LOGIN,Назначение,Форма собственности,Год постройки,Год реконструкции,Серия проекта,Количество этажей,Количество подъездов,Количество квартир,Общая площадь,Общая площадь жилых помещений,Общая площадь нежилых помещений,Строительный объем,Износ объекта (по БТИ),Класс энергоэффективности,Материал стен,Признак аварийности здания,Количество пассажирских лифтов,Количество грузопассажирских лифтов,Очередность уборки кровли,Материал кровли,UNOM,Вид социального объекта,Тип жилищного фонда,Статус МКД,Статус управления МКД,Количество грузовых лифтов,Причина Изменения Статуса МКД,Категория МКД
1509697,"Дом по адресу Парковая 3-я ул., д.46, к.1",,404140001,,,1960,,2048912,5,3,60,2685,2567,118,,,,179625090,22728486,0,0,22289162,22289201,18542,,42875644,58761330,45063584,0,,
1509702,"Дом по адресу Сиреневый бульв., д.45",,adm_2019_08_08,,,1964,,2048912,9,1,72,2620,2576,44,,,,179625090,22728486,1,0,,22289201,23777,,42875644,58761330,45063584,0,,
1509710,"Дом по адресу Щелковское шоссе, д.94",,WS,,,1966,,2048758,12,1,92,4557,3453,1104,,,,179625107,22728486,2,0,,22289201,29983,,42875644,58761330,45063585,0,,
1509719,"Дом по адресу Розы Люксембург ул., д.45, к.А",,WS,,,1918,,2048798,1,2,3,108,108,0,,,,2048931,22728486,0,0,,22289205,13549,,22741963,58761330,,0,,
1509721,"Дом по адресу Короленко ул., д.1, к.10",,operator2,,,1965,,2048758,9,1,72,2542,2522,20,,,,179625102,22728486,1,0,,22289201,11071,,42875644,58761330,45063584,0,,
1509726,"Дом по адресу Гражданская 4-я ул., д.43, к.2",,operator2,,,1959,,2048762,5,3,52,2532,2144,388,,,,179625102,22728486,0,0,22289162,22289205,5939,,42875644,58761330,45063584,0,,
1509731,"Дом по адресу Алтайская ул., д.11",,WS,,,1978,,2048755,9,4,144,7227,7223,4,,,,2048929,22728486,4,0,,22289201,372,,42875644,58761330,45063584,0,,
1509745,"Дом по адресу Чебоксарская ул., д.39А, к.6А",,adm20180821,Нет техпаспорта МосгорБТИ,,1918,,2048798,1,1,1,16,16,0,,,,2048931,22728486,0,0,,22289206,28365,,42875644,41321872,,0,,
1509753,"Дом по адресу Сахалинская ул., д.4",,adm_2019_08_08,,,1969,,2048912,9,8,287,14089,14070,19,,,,2048929,22728486,8,0,,22289201,22747,,42875644,58761330,45063584,0,,
1509759,"Дом по адресу Лазо ул., д.16, к.2",,404120001,,,1967,,2048758,12,1,80,4516,3437,1079,,,,179625090,22728486,2,0,,22289201,12558,,42875644,58761330,45063584,0,,
1509764,"Дом по адресу Никитинская ул., д.22",,404140001,,,1960,,2048912,5,3,60,2560,2554,6,,,,179625090,22728486,0,0,22289163,22289201,16188,,42875644,58761330,45063584,0,,
1509787,"Дом по адресу Каскадная ул., д.4Б",,WS,,,1936,,2048798,1,4,2,148,148,0,,,,2048931,22728486,0,0,,22289204,49638,,22741963,58761330,,0,,
1509798,"Дом по адресу Черкизовская Б. ул., д.2, к.1",,404130001,,,1961,,2048912,9,1,64,2862,2269,593,,,,179625090,22728486,1,0,,22289201,28532,,42875644,58761330,45063584,0,,
1509805,"Дом по адресу Короленко ул., д.1, к.6",,WS,,,1963,,2048752,5,3,60,2535,2504,31,,,,179625102,22728486,0,0,22289163,22289201,11067,,42875644,58761330,45063584,0,,
1509811,"Дом по адресу Амурская ул., д.48",,404050001,,,1965,,2048755,5,4,75,3557,3557,0,,,,2048929,22728486,0,0,22289163,22289201,553,,42875644,58761330,45063584,0,,
1509812,"Дом по адресу Буденного просп., д.23",,404150001,,,1936,,56183255,5,9,75,8389,5307,3082,0,0,,179625102,22728486,0,0,22289162,22289204,2916,,42875644,58761330,45063584,0,,
1509824,"Дом по адресу Парковая 15-я ул., д.42, к.5",,adm20180821,Нет техпаспорта МосгорБТИ,,1964,,2048766,5,6,90,3899,3899,0,,,,2048929,22728486,0,0,,22289201,18939,,42875644,41321872,,0,,
1509840,"Дом по адресу Парковая 4-я ул., д.23, к.2",,404070001,,,1962,,2048912,7,2,48,2769,2406,363,,,,179625102,22728486,2,0,22289163,22289205,18569,,42875644,58761330,45063584,0,,
1509844,"Дом по адресу Парковая 15-я ул., д.26, к.2",,404030001,,,1968,,2048755,9,6,216,10692,10692,0,,,,2048929,22728486,6,0,,22289201,18908,,42875644,58761330,45063584,0,,
1509846,"Дом по адресу Плющева ул., д.10, к.2",,404120001,,,1968,,2048752,5,3,130,2833,2833,0,,,,179625102,22728486,0,0,,22289201,20058,,42875644,58761330,45063584,0,,
1509865,"Дом по адресу Саянская ул., д.15, к.3",,WS,,,1972,,2048781,9,12,425,20218,20022,196,,,,2048929,22728486,12,0,,22289201,22776,,42875644,58761330,45063584,0,,
1509867,"Дом по адресу Ветлужская ул., д.8",,WS,,,1948,,2048798,1,2,1,70,70,0,,,,2048931,22728486,0,0,,22289204,50418,,22741963,58761330,,0,,
1509873,"Дом по адресу Владимирская 2-я ул., д.28, к.1",,operator2,,,1961,,2048912,5,4,80,3489,3446,43,,,,179625090,22728486,0,0,22289162,22289204,4061,,42875644,41321872,45058207,0,обращение МЖИ  22.08.2022,
1509889,"Дом по адресу Старослободский пер., д.6",,WS,,,1960,,2048912,5,2,28,1672,1632,40,,,,179625102,22728486,0,0,22289163,22289205,24726,,42875644,58761330,45063584,0,,
1509893,"Дом по адресу Красковская ул., д.2",,WS,,,1954,,2048798,1,1,1,27,27,0,,,,179625119,22728486,0,0,,22289204,50018,,22741963,58761330,,0,,
1509908,"Дом по адресу Амурская ул., д.20",,404050001,,,1965,,2048755,5,7,140,6085,6085,0,,,,2048929,22728486,0,0,22289163,22289201,528,,42875644,58761330,45063584,0,,
1509918,"Дом по адресу Мартеновская ул., д.11/12",,404120001,,,1976,,2048759,14,1,94,4579,4089,490,,,,179625090,22728486,2,0,,22289201,27079,,42875644,58761330,45063584,0,,
1509921,"Дом по адресу Снайперская ул., д.7",,WS,,,1971,,2048755,9,8,287,14272,14268,4,,,,261908925,22728486,8,0,,22289201,24038,,42875644,58761330,45063584,0,,
1509926,"Дом по адресу Соколиной Горы 5-я ул., д.21, к.2",,404150001,,,1956,,2048798,5,2,14,3799,3151,648,,,,179625102,22728486,0,0,22289163,22289204,24154,,42875644,58761330,45063584,0,,
1509934,"Дом по адресу Остроумовская М. ул., д.1Б",,operator2,,,1924,,2048798,5,3,61,4539,3715,824,,,,179625102,22728486,3,0,22289162,22289204,17995,,42875644,58761330,45063584,0,,
1509960,"Дом по адресу Перовская ул., д.38, к.3",,404120001,,,1964,,2048755,5,5,100,4475,4458,17,,,,2048929,22728486,0,0,22289163,22289201,19465,,42875644,58761330,45063584,0,,
1509981,"Дом по адресу Уральская ул., д.23, к.3",,operator2,,,1984,,2048785,12,3,110,7807,7204,603,0,0,,2048929,22728486,6,0,,22289201,26833,,42875644,58761330,45063584,0,,
1509984,"Дом по адресу Егерская ул., д.5, к.2",,WS,,,1973,,2048787,12,3,143,7240,7235,5,,,,2048929,22728486,3,0,,22289201,7378,,42875644,58761330,45063584,0,,
1509986,"Дом по адресу Пехорская ул., д.25, с.1",,WS,,,1997,,2048798,1,1,1,123,123,0,,,,179625090,22728486,0,0,,22289205,64138,,22741963,58761330,,0,,
1509988,"Дом по адресу Плеханова ул., д.22, к.2",,404120001,,,1966,,2048798,5,5,100,4476,4476,0,,,,179625091,22728486,0,0,22289163,22289201,19978,,42875644,58761330,45063584,0,,
1509996,"Дом по адресу Сиреневый бульв., д.69, к.2",,404140001,,,1965,,2048751,5,4,80,3560,3560,0,,,,179625090,22728486,0,0,22289163,22289201,23806,,42875644,58761330,45063584,0,,
1509997,"Дом по адресу Суздальская ул., д.20, к.5",,WS,,,1991,,2048764,14,2,110,6408,6369,39,,,,2048929,22728486,4,0,,22289201,31785,,42875644,58761330,45063584,0,,
1510001,"Дом по адресу Открытое шоссе, д.24, к.14",,WS,,,1985,,2048780,12,4,191,8654,8615,39,,,,2048929,22728486,8,0,,22289201,18137,,42875644,58761330,45063584,0,,
1510004,"Дом по адресу Заозерная ул., д.13",,WS,,,1948,,2048798,1,2,1,93,93,0,,,,2048931,22728486,0,0,,22289204,50279,,22741963,58761330,,0,,
1510012,"Дом по адресу Купавенский М. пр., д.7",,WS,,,1979,,2048789,16,1,111,5356,5348,8,0,0,,179625090,22728486,1,1,,22289201,12184,,42875644,58761330,45063584,0,,
1510013,"Дом по адресу Новокосинская ул., д.27",,WS,,,1990,,2048777,17,3,196,11192,10730,462,,,,2048929,22728486,3,3,,22289201,16577,,42875644,58761330,45063584,0,,
1510014,"Дом по адресу Константина Федина ул., д.3",,admin,,,1961,,2048912,5,4,80,3567,3545,22,,,,179625090,22728486,0,0,,22289201,27134,,42875644,41321872,,0,снесен,
1510017,"Дом по адресу Парковая 3-я ул., д.35",,404070001,,,1961,,2048912,8,4,116,5704,4550,1154,,,,179625102,22728486,4,0,22289162,22289205,18523,,42875644,58761330,45063584,0,,
1510033,"Дом по адресу Жемчуговой аллея, д.5, к.3",,WS,,,2000,,2048777,17,4,262,15323,15255,68,0,0,,2048929,22728486,4,0,,22289201,65073,,42875644,58761330,45063584,4,,
1510034,"Дом по адресу Бирюсинка ул., д.13, к.2",,404050001,,,1965,,2048752,5,3,60,2471,2471,0,,,,179625102,22728486,0,0,22289162,22289201,2224,,42875644,58761330,45063584,0,,
1510036,"Дом по адресу Интернационала 3-го ул., д.12",,WS,,,2006,,2048798,2,2,1,336,336,0,,,,179625102,22728486,0,0,,22289204,240159,,22741963,58761330,,0,,
1510038,"Дом по адресу Владимирская 2-я ул., д.39",,404120001,,,1964,,2048755,5,4,80,3524,3524,0,,,,2048929,22728486,0,0,22289163,22289201,4078,,42875644,58761330,45063584,0,,
1510051,"Дом по адресу Фортунатовская ул., д.17",,404150001,,,1973,,56183254,12,2,168,7315,7315,0,0,0,,179625090,22728486,4,0,,22289201,27590,,42875644,58761330,45063584,0,,
1510062,"Дом по адресу Чебоксарская ул., д.27",,WS,,,1940,,2048798,1,6,5,161,161,0,,,,2048931,22728486,0,0,,22289204,49886,,22741963,58761330,,0,,
1510075,"Дом по адресу Парковая 4-я ул., д.17",,404070001,,,1951,,2048912,4,3,36,2899,2349,550,,,,179625102,22728486,0,0,22289163,22289204,18567,,42875644,58761330,45063584,0,,
1510076,"Дом по адресу Братская ул., д.25, к.1",,WS,,,1970,,56181305,16,1,111,6122,6122,0,,,,2048929,22728486,1,1,,22289201,2781,,42875644,58761330,45063584,0,,
1510080,"Дом по адресу Косинская Б. ул., д.100",,404080001,,,1923,,2048798,1,2,1,92,92,0,,,,2048931,22728486,0,0,,22289204,50184,,22741963,58761330,,0,,
1510085,"Дом по адресу Суздальская ул., д.22, к.1",,WS,,,1991,,2048785,14,3,130,9086,8495,591,,,,2048929,22728486,6,0,,22289201,31649,,42875644,58761330,45063584,0,,
1510099,"Дом по адресу Бойцовая ул., д.18, к.2",,404010001,,,1962,,2048912,5,3,60,2586,2568,18,0,0,,179625090,22728486,0,0,22289162,22289201,2360,,42875644,58761330,45063584,0,,
1510100,"Дом по адресу Косинская Б. ул., д.47",,WS,,,1939,,2048798,1,4,3,138,138,0,,,,2048931,22728486,0,0,,22289204,50145,,22741963,58761330,,0,,
1510105,"Дом по адресу Байкальская ул., д.39",,WS,,,1969,,2048758,12,1,81,4420,3525,895,,,,179625090,22728486,2,0,,22289201,1249,,42875644,58761330,45063584,0,,
1510115,"Дом по адресу Амурская ул., д.40",,404050001,,,1965,,2048912,5,4,80,3382,3382,0,,,,179625102,22728486,0,0,22289162,22289201,548,,42875644,58761330,45063584,0,,
1510118,"Дом по адресу Главная ул., д.27",,404040001,,,1982,,2048764,12,3,143,8213,8196,17,,,,2048929,22728486,3,3,,22289201,5495,,42875644,58761330,45063584,0,,
1510123,"Дом по адресу Поселковая ул., д.43Б",,WS,,,1937,,2048798,1,3,1,73,73,0,,,,2048931,22728486,0,0,,22289204,50261,,22741963,58761330,,0,,
1510126,"Дом по адресу Купавенский Б. пр., д.10",,WS,,,1975,,2048781,9,4,144,7102,7102,0,0,0,,2048929,22728486,4,0,,22289201,12178,,42875644,58761330,45063584,0,,
1510131,"Дом по адресу Алтайская ул., д.22",,WS,,,1968,,2048912,12,1,84,3625,3625,0,,,,179625090,22728486,2,0,,22289201,380,,42875644,58761330,45063584,0,,
1510135,"Дом по адресу Косинская Б. ул., д.55",,WS,,,1890,,2048798,1,2,1,112,112,0,,,,2048931,22728486,0,0,,22289204,50149,,22741963,58761330,,0,,
1510136,"Дом по адресу Косинская ул., д.26, к.1",,WS,,,1972,,2048781,9,6,215,10254,10254,0,,,,2048929,22728486,6,0,,22289201,11126,,42875644,58761330,45063584,0,,
1510149,"Дом по адресу Парковая 5-я ул., д.55, к.1",,404140001,,,1960,,2048912,5,4,76,3562,3361,201,,,,179625090,22728486,0,0,22289162,22289201,18620,,42875644,58761330,45063584,0,,
1510150,"Дом по адресу Щелковское шоссе, д.55",,404050001,,,1964,,2048912,5,4,80,3448,3427,21,,,,179625090,22728486,0,0,22289163,22289201,29930,,42875644,58761330,45063584,0,,
1510180,"Дом по адресу Семеновский Вал ул., д.10, к.5",,404150001,,,1946,,2048912,2,2,21,1207,785,422,,,,179625102,22728486,0,0,22289163,22289204,23376,,42875644,58761330,45063584,0,,
1510183,"Дом по адресу Вешняковская ул., д.37",,WS,,,1973,,73851630,12,4,428,17538,17538,0,,,,179625090,22728486,4,4,,22289201,3819,,42875644,58761330,45063585,0,,
1510188,"Дом по адресу Борисовская ул., д.21",,404150001,,,1960,,2048912,5,5,87,4762,4005,757,,,,179625102,22728486,0,0,22289162,22289204,2496,,42875644,58761330,45063584,0,,
1510190,"Дом по адресу Красносолнечная ул., д.36",,WS,,,1936,,2048798,1,4,4,258,258,0,,,,2048931,22728486,0,0,,22289204,50367,,22741963,58761330,,0,,
1510200,"Дом по адресу Зверинецкая ул., д.14",,404150001,,,1961,,2048912,5,4,79,3591,3492,99,,,,179625104,22728486,0,0,22289163,22289201,8217,,42875644,58761330,45063584,0,,
1510208,"Дом по адресу Соколиной Горы 8-я ул., д.18, к.2",,404150001,,,1959,,2048912,5,2,40,1658,1578,80,,,,179625102,22728486,0,0,22289163,22289204,24179,,42875644,58761330,45063584,0,,
1510231,"Дом по адресу Открытое шоссе, д.5, к.4",,404010001,,,1961,,2048912,5,3,60,2579,2527,52,0,0,,179625090,22728486,0,0,22289162,22289201,18061,,42875644,58761330,45063584,0,,
1510249,"Дом по адресу Парковая 13-я ул., д.20, к.2",,404030001,,,1961,,2048912,5,5,75,3177,3177,0,,,,2048929,22728486,0,0,22289162,22289201,18843,,42875644,58761330,45063584,0,,
1510251,"Дом по адресу Каскадная ул., д.31А",,WS,,,1928,,2048798,1,4,4,230,230,0,,,,2048931,22728486,0,0,,22289204,49635,,22741963,58761330,,0,,
1510253,"Дом по адресу Ветлужская ул., д.13",,WS,,,1898,,2048798,1,2,1,71,71,0,,,,2048931,22728486,0,0,,22289204,50400,,22741963,58761330,,0,,
1510254,"Дом по адресу Николая Химушина ул., д.19, к.3",,WS,,,1961,,2048912,5,4,80,3649,3398,251,0,0,,179625102,22728486,0,0,22289162,22289204,27936,,42875644,58761330,45063584,0,,
1510258,"Дом по адресу Русаковская ул., д.18/20",,WS,,,1940,,2048798,7,5,87,9581,7085,2496,0,0,,179625102,22728486,5,0,22289162,22289204,22195,,42875644,58761330,45063584,0,,
1510262,"Дом по адресу Владимирская 2-я ул., д.21/9",,404120001,,,1969,,2048758,9,1,68,3187,2471,716,,,,179625107,22728486,1,0,,22289201,4055,,42875644,58761330,45063584,0,,
1510267,"Дом по адресу Байкальская ул., д.26/10",,WS,,,1966,,2048763,9,8,287,12418,12418,0,,,,179625102,22728486,8,0,,22289201,64036,,42875644,58761330,45063584,0,,
1510287,"Дом по адресу Измайловский просп., д.113",,404030001,,,1958,,2048912,5,4,53,3288,2829,459,,,,179625102,22728486,0,0,22289162,22289204,8710,,42875644,58761330,45063584,0,,
1510293,"Дом по адресу Поселковая ул., д.47А",,WS,,,2004,,2048798,2,1,1,639,639,0,,,,179625102,22728486,0,0,,22289204,260045,,22741963,58761330,,0,,
1510294,"Дом по адресу Косинская Б. ул., д.30",,adm20180821,Нет техпаспорта МосгорБТИ,,1894,,2048798,1,3,3,161,161,0,,,,2048931,22728486,0,0,,22289204,50138,,42875644,41321872,,0,,
1510301,"Дом по адресу Вешняковская ул., д.41, к.1",,WS,,,1971,,2048781,9,6,215,10329,10329,0,,,,2048929,22728486,6,0,,22289201,3821,,42875644,58761330,45063584,0,,
1510315,"Дом по адресу Ивантеевская ул., д.1, к.4",,404010001,,,1960,,2048912,5,4,80,3468,3418,50,0,0,,179625102,22728486,0,0,22289162,22289205,20149,,42875644,58761330,45063584,0,,
1510320,"Дом по адресу Парковая 4-я ул., д.12, к.2",,404070001,,,1960,,2048912,5,4,60,4036,3312,724,,,,179625102,22728486,0,0,22289163,22289205,18564,,42875644,58761330,45063584,0,,
1510340,"Дом по адресу Сиреневый бульв., д.34, к.2",,404030001,,,1960,,2048912,5,5,70,3612,3606,6,,,,2048929,22728486,0,0,22289162,22289201,23762,,42875644,58761330,45063584,0,,
1510351,"Дом по адресу Молостовых ул., д.1, к.4",,WS,,,1972,,2048781,9,10,357,16993,16978,15,,,,2048929,22728486,10,0,,22289201,15086,,42875644,58761330,45063584,0,,
1510359,"Дом по адресу Первомайская ул., д.116",,404030001,,,1985,,2048783,16,4,244,12796,12555,241,,,,179625090,22728486,4,4,,22289201,19221,,42875644,58761330,45063584,0,,
1510362,"Дом по адресу Косинская ул., д.28, к.3",,WS,,,1971,,2048781,9,6,214,10660,10645,15,,,,2048929,22728486,6,0,,22289201,11130,,42875644,58761330,45063584,0,,
1510366,"Дом по адресу Колодезная ул., д.7, к.3",,WS,,,1928,,2048798,6,4,42,2647,2407,240,,,,179625102,22728486,4,0,,22289201,10465,,42875644,58761330,45063584,0,,
1510387,"Дом по адресу Первомайская Нижн. ул., д.50",,WS,,,1992,,2048789,16,1,108,5259,5097,162,,,,179625090,22728486,1,1,,22289201,31759,,42875644,58761330,45063585,0,,
1510388,"Дом по адресу Федеративный просп., д.8, к.2",,404120001,,,1963,,2048912,5,4,80,3564,3545,19,,,,179625090,22728486,0,0,22289163,22289201,27074,,42875644,58761330,45063584,0,,
1510392,"Дом по адресу Открытое шоссе, д.6, к.1",,404010001,,,1964,,2048752,5,4,80,3370,3351,19,0,0,,179625102,22728486,0,0,22289162,22289201,18071,,42875644,58761330,45063584,0,,
1510398,"Дом по адресу Красковский 1-й пр., д.42",,404080001,,,1900,,2048798,1,2,1,42,42,0,,,,2048931,22728486,0,0,,22289205,49947,,22741963,58761330,,0,,
1510402,"Дом по адресу Сокольническая 2-я ул., д.8",,WS,,,1972,,2048758,12,1,84,3656,3645,11,,,,179625107,22728486,2,0,,22289201,24221,,42875644,58761330,45063584,0,,
1510408,"Дом по адресу Парковая 11-я ул., д.1/89, к.1",,404030001,,,1962,,2048758,9,1,68,2729,2417,312,,,,179625090,22728486,1,0,,22289201,18780,,42875644,58761330,45063584,0,,
1510421,"Дом по адресу Маленковская ул., д.13/12",,WS,,,1989,,2048798,9,3,132,7743,7018,725,,,,179625102,22728486,6,0,,22289201,13736,,42875644,58761330,45063584,0,,
1510424,"Дом по адресу Уссурийская ул., д.5, к.3",,WS,,,1971,,2048759,14,1,94,4240,4064,176,,,,179625090,22728486,2,0,,22289201,26894,,42875644,58761330,45063584,0,,
1510426,"Дом по адресу Владимирская 1-я ул., д.12, к.1",,404120001,,,1959,,2048798,6,3,47,3119,2500,619,,,,179625102,22728486,3,0,22289162,22289204,3984,,42875644,58761330,45063584,0,,
1510427,"Дом по адресу Владимирская 1-я ул., д.8",,404120001,,,1955,,2048912,6,3,56,4886,3988,898,0,0,,179625102,22728486,3,0,22289162,22289204,3979,,42875644,58761330,45063584,0,,
1510436,"Дом по адресу Юности ул., д.5, с.36",,WS,,,1972,,2048795,9,2,36,6730,6730,0,,,,179625102,22728486,2,0,,22289201,30248,,42875644,68481453,,0,,
1510438,"Дом по адресу Зеленый просп., д.83, к.3",,WS,,,1964,,2048912,5,5,94,3978,3733,245,0,0,,179625102,22728486,0,0,22289163,22289201,8415,,42875644,58761330,45063584,0,,
1510439,"Дом по адресу Открытое шоссе, д.27, к.5",,WS,,,1964,,2048912,5,3,54,2506,2506,0,,,,179625102,22728486,0,0,22289163,22289201,18170,,42875644,58761330,45063584,0,,
1510444,"Дом по адресу Борисовская ул., д.27",,404150001,,,1960,,2048912,5,2,40,1590,1578,12,,,,179625102,22728486,0,0,22289162,22289204,2498,,42875644,58761330,45063584,0,,
1510447,"Дом по адресу Сталеваров ул., д.22, к.2",,WS,,,1975,,2048763,9,5,178,8334,7790,544,,,,179625102,22728486,5,0,,22289201,24611,,42875644,58761330,45063584,0,,
1510450,"Дом по адресу Ивантеевская ул., д.2",,404010001,,,1976,,2048798,14,1,112,5423,5423,0,0,0,,179625102,22728486,2,0,,22289201,20159,,42875644,58761330,45063584,0,,
1510454,"Дом по адресу Новокосинская ул., д.34",,WS,,,1987,,2048850,22,2,174,12650,12545,105,,,,2048929,22728486,4,2,,22289201,16555,,42875644,58761330,45063584,0,,
1510463,"Дом по адресу Прядильная 3-я ул., д.11",,404070001,,,1963,,2048798,5,3,60,3035,2486,549,,,,179625102,22728486,0,0,22289162,22289201,21163,,42875644,58761330,45063584,0,,
1510474,"Дом по адресу Рокоссовского Маршала бульв., д.32",,404010001,,,1967,,2048912,9,3,107,4494,4494,0,0,0,,179625102,22728486,3,0,,22289201,21933,,42875644,58761330,45063584,0,,
1510480,"Дом по адресу Главная ул., д.7",,404040001,,,1955,,2048912,3,2,27,2534,1917,617,,,,179625102,22728486,0,0,22289162,22289204,5476,,42875644,58761330,45063584,0,,
1510485,"Дом по адресу Косинская Б. ул., д.83",,WS,,,1919,,2048798,1,3,2,185,107,78,,,,2048931,22728486,0,0,,22289204,50168,,22741963,58761330,,0,,
1510490,"Дом по адресу Оренбургская ул., д.9, к.1",,404080001,,,1951,,2048798,1,2,2,106,106,0,,,,179625102,22728486,0,0,,22289207,17667,,42875644,58761330,45063584,0,,
1510491,"Дом по адресу Первомайская Верхн. ул., д.39",,404070001,,,1956,,2048798,8,2,63,5654,5420,234,0,0,,179625102,22728486,0,2,22289163,22289204,18679,,42875644,58761330,45063584,0,,
1510492,"Дом по адресу Лухмановская ул., д.34",,404080001,,,2006,,2048825,17,12,622,37166,34900,2266,,,,2048929,22728486,12,12,,22289201,240114,,42875644,58761330,45063584,0,,
1510495,"Дом по адресу Михельсона ул., д.79",,WS,,,1927,,2048798,1,4,3,114,114,0,,,,2048931,22728486,0,0,,22289204,50119,,22741963,58761330,,0,,
1510526,"Дом по адресу Мартеновская ул., д.14/57",,404120001,,,1963,,2048755,5,7,138,6091,6049,42,,,,2048929,22728486,0,0,22289162,22289201,13841,,42875644,58761330,45063584,0,,
1510529,"Дом по адресу Мартеновская ул., д.1/58",,404120001,,,1959,,2048912,5,4,70,5971,4956,1015,0,0,,179625102,22728486,0,0,22289162,22289204,13824,,42875644,58761330,45063584,0,,
1510531,"Дом по адресу Красковская ул., д.7",,WS,,,1928,,2048798,1,2,1,65,65,0,,,,2048931,22728486,0,0,,22289205,50047,,22741963,58761330,,0,,
1510534,"Дом по адресу Рокоссовского Маршала бульв., д.12",,404010001,,,1960,,2048912,5,4,80,3543,3492,51,0,0,,179625090,22728486,0,0,22289162,22289201,21915,,42875644,58761330,45063584,0,,
1510536,"Дом по адресу Златоустовская ул., д.34",,WS,,,1917,,2048798,1,2,2,96,96,0,,,,2048931,22728486,0,0,,22289204,50241,,22741963,58761330,,0,,
1510545,"Дом по адресу Перовская ул., д.40, к.4",,404120001,,,1964,,2048755,5,5,100,4495,4475,20,,,,2048929,22728486,0,0,22289163,22289201,19472,,42875644,58761330,45063584,0,,
1510550,"Дом по адресу Пугачевская 2-я ул., д.8, к.2",,404130001,,,1967,,2048912,12,1,84,3637,3637,0,0,0,,2048929,22728486,2,0,,22289201,21201,,42875644,58761330,45063585,0,,
1510556,"Дом по адресу Пугачевская 2-я ул., д.14, к.1",,404130001,,,1978,,2048775,16,1,111,6998,6965,33,,,,2048929,22728486,1,1,,22289201,21211,,42875644,58761330,45063584,0,,
1510566,"Дом по адресу Молдагуловой ул., д.16, к.2",,WS,,,1970,,2048755,9,8,286,14364,14279,85,,,,2048929,22728486,8,0,,22289201,14958,,42875644,58761330,45063584,0,,
1510571,"Дом по адресу Утренняя ул., д.8",,WS,,,1966,,2048755,5,4,80,3529,3529,0,,,,2048929,22728486,0,0,22289163,22289201,26948,,42875644,58761330,45063584,0,,
1510577,"Дом по адресу Парковая 3-я ул., д.63",,WS,,,2006,,2048825,14,3,155,9393,8773,620,0,0,,2048929,22728486,3,3,,22289201,240094,,42875644,58761330,45063584,0,,
1510581,"Дом по адресу Интернационала 3-го ул., д.11",,WS,,,1930,,2048798,1,3,2,141,141,0,,,,2048931,22728486,0,0,,22289204,49530,,22741963,58761330,,0,,
1510586,"Дом по адресу Семеновский Вал ул., д.10, к.1",,404150001,,,1961,,2048912,5,3,57,2692,2435,257,,,,179625102,22728486,0,0,22289163,22289205,23373,,42875644,58761330,45063584,0,,
1510587,"Дом по адресу Парковая 16-я ул., д.16, к.3",,404030001,,,1988,,2048764,14,2,110,6416,6376,40,,,,2048929,22728486,4,0,,22289201,18989,,42875644,58761330,45063584,0,,
1510596,"Дом по адресу Уральская ул., д.3",,WS,,,1967,,2048912,12,2,181,9533,6820,2713,,,,179625090,22728486,4,0,,22289201,523,,42875644,58761330,45063585,0,,
1510606,"Дом по адресу Союзный просп., д.15, к.2",,WS,,,1969,,56183254,12,1,84,3635,3635,0,,,,179625090,22728486,2,0,,22289201,24428,,42875644,58761330,45063584,0,,
1510611,"Дом по адресу Косинская Б. ул., д.160А, к.3",,404080001,,,2009,,2048798,1,2,2,429,391,38,,,,2048929,22728486,0,0,22289163,22289204,260008,,42875644,58761330,45063584,0,,
1510619,"Дом по адресу Кирпичный 1-й пер., д.15",,404150001,,,1956,,2048912,5,1,20,1197,1197,0,,,,179625102,22728486,0,0,22289163,22289204,10147,,42875644,58761330,45063584,0,,
1510622,"Дом по адресу Парковая 5-я ул., д.57, к.1",,404140001,,,1960,,2048912,5,4,80,3570,3516,54,,,,179625090,22728486,0,0,22289163,22289201,18629,,42875644,58761330,45063584,0,,
1510649,"Дом по адресу Новокосинская ул., д.7",,WS,,,1997,,2048842,7,5,97,6405,6342,63,,,,2048929,22728486,5,0,,22289201,82005,,42875644,58761330,45063584,0,,
1510655,"Дом по адресу Черкизовская Б. ул., д.20, к.4",,404130001,,,1973,,2048759,14,1,98,4421,4242,179,,,,179625090,22728486,2,0,,22289201,28586,,42875644,58761330,45063584,0,,
1510668,"Дом по адресу Колодезный пер., д.2, к.2",,operator2,,,1930,,2048912,5,8,100,7554,6411,1143,,,,179625102,22728486,0,0,22289163,22289204,10473,,42875644,58761330,45063584,0,,
1510669,"Дом по адресу Первомайская Верхн. ул., д.65, к.2",,404030001,,,1960,,2048912,5,5,70,3696,3650,46,,,,2048929,22728486,0,0,22289163,22289201,19256,,42875644,58761330,45063584,0,,
1510690,"Дом по адресу Чебоксарская ул., д.26",,WS,,,1927,,2048798,1,5,3,202,202,0,,,,2048931,22728486,0,0,,22289204,49887,,22741963,58761330,,0,,
1510694,"Дом по адресу Владимирская 2-я ул., д.41, к.1",,404120001,,,1961,,2048798,5,4,73,4166,3089,1077,0,0,,179625102,22728486,0,0,22289162,22289205,4080,,42875644,58761330,45063584,0,,
1510703,"Дом по адресу Муромская ул., д.35",,WS,,,1959,,2048798,1,1,1,105,105,0,,,,179625102,22728486,0,0,,22289204,15352,,22741963,58761330,,0,,
