ID,NAME,PARENT_ID,LOGIN,COL_1044,COL_1045,COL_1157,COL_1239,COL_4488,COL_4489,COL_4764,COL_4923,COL_20060,COL_20061,COL_20062,COL_20063
121128223,Замена козырьков над входами в подъезды ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",5.60.8,3274964,1,0,2016,0,0,,
121128224,Замена лестницы ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.60.2,3274964,1,0,2016,0,0,,
121128225,Замена лестничных клеток ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.6.13,3274964,1,0,2016,0,0,,
121128226,Прочистка водоприемной воронки внутреннего металлического водостока от засорения ,121128171,migration,В течение 5 суток после обнаружения,3588898,Водосток,2.190.2,3274950,5,0,2016,0,0,,
121128227,Заделка швов и трещин ,121128180,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Перекрытия,5.30.2,3274964,1,0,2016,0,0,,
121128253,Укрепление и окраска ,121128180,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Перекрытия,5.30.3,3274964,1,0,2016,0,0,,
121128254,"Ремонт почтовых ящиков, крепления ",121128148,migration,В течении 1 суток с момента получения заявки,3588898,Почтовые ящики,14.3,3274947,1,0,2016,0,0,,
121128255,Мытье отопительных приборов ,121128160,migration,2 раз(а) в год,3588898,Отопление,2.15,3274956,2,0,2016,0,0,,
121128256,Замена и восстановление работоспособности отдельных общедомовых элементов ,121128157,migration,,3588894,Вентилляция,9.3,,,0,2016,0,0,,
121128257,Регулировка и наладка систем вентиляции ,121128157,migration,,3588894,Вентилляция,9.2,,,0,2016,0,0,,
121128258,Осмотр пожарной сигнализации и средств тушения в домах ,121128151,migration,,3588894,Пожарная безопасность,8.1,,,0,2016,0,0,,
121128259,Полив газонов ,121128149,migration,,2048730,Благоустройство двора,15.5,,,0,2016,0,0,,
121128260,Стрижка газонов ,121128149,migration,,2048730,Благоустройство двора,15.6,,,0,2016,0,0,,
121128261,Уборка мусора на контейнерных площадках ,121128149,migration,,3588894,Благоустройство двора,15.4,,,0,2016,0,0,,
121128262,Восстановление лестницы ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.60.1,3274964,1,0,2016,0,0,,
121128263,Восстановление пандуса ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",5.60.3,3274964,1,0,2016,0,0,,
121128264,Замена конструкций над балконами верхних этажей ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.6.11,3274964,1,0,2016,0,0,,
121128265,Ремонт технических и вспомогательных помещений ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.6.14,3274964,1,0,2016,0,0,,
121128266,Влажное подметание перед загрузочными клапанами мусоропроводов ,121128160,migration,1 раз(а) в неделю,2048730,Санитарное обслуживание,2.3,3274970,1,0,2016,0,0,,
121128267,"Замена и восстановление работоспособности отдельных элементов системы горячего водоснабжения, при необходимости отключение и включение стояков ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,6.2,3274961,0,0,2016,0,0,,
121128268,"Проведение технических осмотров систем водопровода и канализации, центрального отопления и горячего водоснабжения, электротехнических устройств, вентиляционных каналов ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,6.7,3274961,0,0,2016,0,0,,
121128269,"Очистка и ремонт детских и спортивных площадок, элементов благоустройства ",121128149,migration,В ходе подготовки к эксплуатации дома в весенне-летний период,3588894,Благоустройство двора,15.8,3274963,0,0,2016,0,0,,
121128270,Утепление трубопроводов в подвальных помещениях ,121128184,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588900,"Чердаки, подвалы",5.70.3,3274961,0,0,2016,0,0,,
121128293,Прочистка канализационного лежака ,121128153,migration,,3588900,Канализация,6.1,,,0,2016,0,0,,
121128295,"Ремонт коллективных приборов учета ресурсов: ГВС, ХВС, отопления, электроснабжения ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Водоснабжение,6.16,3274961,0,0,2016,0,0,,
121128296,Ремонт окон в помещениях общего пользования ,121128182,migration,Устранение по мере обнаружения дефектов,3588898,Окна,5.50.3,3274966,0,0,2016,0,0,,
121128297,"Ремонт, регулировка, промывка и опрессовка систем центрального отопления, утепление бойлеров ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Отопление,6.3,3274961,0,0,2016,0,0,,
121128299,"Проверка внутренней системы газоснабжения, замена и восстановление работоспособности внутридомового газового оборудования (газопровода), находящегося в составе общего имущества дома ",121128156,migration,1 раз(а) в год,3588894,Газ,10.1,3274956,1,0,2016,0,0,,
121128300,Обслуживание лифтов и лифтового оборудования ,121128154,migration,Круглосуточно,3588898,Лифт,7.1,3274958,0,0,2016,0,0,,
121128301,Подрезка деревьев и кустов ,121128149,migration,1 раз(а) в год,3588898,Благоустройство двора,15.7,3274956,1,0,2016,0,0,,
121128303,Укрепление воронок ,121128186,migration,Устранение по мере обнаружения дефектов,3588898,Водоснабжение,6.10.3,3274966,0,0,2016,0,0,,
121128304,Изготовление новых или ремонт существующих ходовых досок и переходных мостиков на чердаках ,121128184,migration,Устранение по мере обнаружения дефектов,3588898,"Чердаки, подвалы",5.70.4,3274966,0,0,2016,0,0,,
121128305,Утепление чердачных перекрытий ,121128184,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,2048730,"Чердаки, подвалы",5.70.1,3274961,0,0,2016,0,0,,
121128307,Заделка и восстановление архитектурных элементов ,121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Стены и фасад,5.20.2,3274964,1,0,2016,0,0,,
121128308,"Окраска, промывка цоколей ",121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588900,Стены и фасад,5.20.6,3274964,1,0,2016,0,0,,
121128310,"Устранение местных деформаций, усиление, восстановление поврежденных участков отмосток ",121128192,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Стены и фасад,5.1.1.3,3274964,1,0,2016,0,0,,
121128311,Видеодиагностика внутренней поверхности асбестоцементных стволов мусоропровода ,121128187,migration,,,Мусоропровод,6.240.2,,,0,2016,0,0,,
121128312,"Влажная протирка стен, дверей, плафонов и потолка кабины лифта ",121128174,migration,,,Уборка,2.230.2,,,0,2016,0,0,,
121128314,Водоотведение воды потребленной на общедомовые нужды ,121128175,migration,,,Канализация,13.20.3,,,0,2016,0,0,,
121128315,Гидропневматическая очистка системы отопления ,121128187,migration,,,Отопление,6.24.10,,,0,2016,0,0,,
121128316,Дезинфекция мусоросборников ,121128187,migration,,,Мусоропровод,6.240.7,,,0,2016,0,0,,
121128317,Мойка нижней части ствола и шибера  мусоропровода ,121128187,migration,,,Мусоропровод,6.240.5,,,0,2016,0,0,,
121128318,Мойка сменных  мусоросборников ,121128187,migration,,,Мусоропровод,6.240.4,,,0,2016,0,0,,
121128319,Мытье лестничных площадок выше 2-го этажа ,121128188,migration,,,Санитарное обслуживание,2.60.2,,,0,2016,0,0,,
121128320,Мытье лестничных площадок нижних 2 этажей ,121128188,migration,,,Санитарное обслуживание,2.60.1,,,0,2016,0,0,,
121128321,Обслуживание и ремонт АСКУЭ ,121128187,migration,,,Водоснабжение,6.24.12,,,0,2016,0,0,,
121128322,Обслуживание и ремонт АУУТЭ ,121128187,migration,,,Водоснабжение,6.24.11,,,0,2016,0,0,,
121128323,Обслуживание и ремонт крышных газовых котельных ,121128187,migration,,,Газ,6.24.15,,,0,2016,0,0,,
121128324,Обслуживание и ремонт насосных пунктов ,121128187,migration,,,Водоснабжение,6.24.13,,,0,2016,0,0,,
121128325,Обслуживание и ремонт тепловых пунктов ,121128187,migration,,,Отопление,6.24.14,,,0,2016,0,0,,
121128326,Очистка и дезинфекция всех элементов ствола мусоропровода ,121128187,migration,,,Мусоропровод,6.240.6,,,0,2016,0,0,,
121128327,Профилактический осмотр  мусоропроводов ,121128187,migration,,,Мусоропровод,6.240.1,,,0,2016,0,0,,
121128328,Расход горячей воды потребленной на общедомовые нужды ,121128175,migration,,,Водоснабжение,13.20.2,,,0,2016,0,0,,
121128329,Расход холодной воды потребленной на общедомовые нужды ,121128175,migration,,,Водоснабжение,13.20.1,,,0,2016,0,0,,
121128330,Ремонт внутренних стен подъездов ,121128185,migration,,,Стены и фасад,5.80.1,,,0,2016,0,0,,
121128331,Ремонт или замена входных дверей в подъезды ,121128185,migration,,,Двери,5.80.2,,,0,2016,0,0,,
121128332,"Поверка коллективных приборов учета ресурсов: ГВС, ХВС, отопления, электроснабжения ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Счетчики,6.15,3274961,0,0,2016,0,0,,
121128333,Ремонт дверей в помещениях общего пользования ,121128182,migration,Устранение по мере обнаружения дефектов,3588898,Двери,5.50.1,3274966,0,0,2016,0,0,,
121128334,"Устранение местных деформаций, усиление, восстановление поврежденных участков вентиляционных продухов ",121128192,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Вентилляция,5.1.1.2,3274964,1,0,2016,0,0,,
121128335,Выполнение заявок населения ,121128155,migration,Незамедлительное реагирование с момента получения заявки,3588894,Авария,11.2,3274944,,0,2016,0,0,,
121128336,Восстановление козырьков над входами в подъезды ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.60.7,3274964,1,0,2016,0,0,,
121128337,Восстановление подвалов ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.60.9,3274964,1,0,2016,0,0,,
121128338,Замена пандуса ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",5.60.4,3274964,1,0,2016,0,0,,
121128339,Влажная протирка стен ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.8,3274956,1,0,2016,0,0,,
121128340,Влажное подметание лестничных площадок и маршей выше 2-го этажа ,121128160,migration,1 раз(а) в неделю,2048730,Санитарное обслуживание,2.2,3274970,1,0,2016,0,0,,
121128344,Мытье  закрывающих устройств мусоропровода ,121128160,migration,1 раз(а) в неделю,3588898,Санитарное обслуживание,2.4,3274970,1,0,2016,0,0,,
121128345,Мытье лестничных площадок ,121128160,migration,1 раз(а) в месяц,2048730,Санитарное обслуживание,2.6,3274953,1,0,2016,0,0,,
121128346,Мытье окон ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.7,3274956,1,0,2016,0,0,,
121128347,Мытье оконных решеток ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.12,3274956,1,0,2016,0,0,,
121128348,Мытье подоконников ,121128160,migration,2 раз(а) в год,3588898,Санитарное обслуживание,2.11,3274956,2,0,2016,0,0,,
121128349,Мытье почтовых ящиков ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.17,3274956,1,0,2016,0,0,,
121128350,Мытье шкафов для электросчетчиков ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.14,3274956,1,0,2016,0,0,,
121128271,Мытье пола кабины лифта ,121128160,migration,1 раз(а) в день,2048730,Санитарное обслуживание,2.5,3274956,1,0,2016,0,0,,
121128272,Мытье чердачных лестниц ,121128160,migration,1 раз(а) в год,2048730,Санитарное обслуживание,2.13,3274956,1,0,2016,0,0,,
121128273,Уборка чердачного помещения ,121128160,migration,1 раз(а) в год,2048730,Санитарное обслуживание,2.21,3274956,1,0,2016,0,0,,
121128274,"Восстановление работоспособности вентиляционных и промывочных устройств, мусороприемных клапанов и шиберных устройств ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Санитарное обслуживание,6.23,3274961,0,0,2016,0,0,,
121128275,Замена окон в помещениях общего пользования ,121128182,migration,Устранение по мере обнаружения дефектов,3588898,Окна,5.50.4,3274966,0,0,2016,0,0,,
121128276,Консервация системы центрального отопления ,121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Отопление,6.2,3274961,0,0,2016,0,0,,
121128277,Утепление дымовентиляционных каналов ,121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Вентилляция,6.4,3274961,0,0,2016,0,0,,
121128278,Обслуживание систем дымоудаления и противопожарной безопасности ,121128151,migration,1 раз(а) в месяц,3588894,Пожарная безопасность,8.2,3274953,1,0,2016,0,0,,
121128279,Сдвижка и подметание снега ,121128149,migration,В течение 3 часов после снегопада,2048730,Снег,15.9,3274972,3,0,2016,0,0,,
121128280,Укрепление водосточных труб ,121128186,migration,Устранение по мере обнаружения дефектов,3588900,Канализация,6.10.1,3274966,0,0,2016,0,0,,
121128281,Укрепление колен ,121128186,migration,Устранение по мере обнаружения дефектов,3588898,Канализация,6.10.2,3274966,0,0,2016,0,0,,
121128282,Утепление трубопроводов в чердачных помещениях ,121128184,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588900,"Чердаки, подвалы",5.70.2,3274961,0,0,2016,0,0,,
121128283,Восстановление гидроизоляции стен ,121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,5.2.10,3274964,1,0,2016,0,0,,
121128284,Герметизация межпанельных стыков ,121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588900,Стены и фасад,5.20.1,3274964,1,0,2016,0,0,,
121128285,Замена уличных указателей ,121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,5.20.8,3274964,1,0,2016,0,0,,
121128286,"Окраска, промывка фасадов ",121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,5.20.5,3274964,1,0,2016,0,0,,
121128287,Ремонт фасадов ,121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,5.20.3,3274964,1,0,2016,0,0,,
121128288,Ремонт цоколей ,121128179,migration,Устранение по мере обнаружения дефектов,3588898,Стены и фасад,5.20.4,3274966,0,0,2016,0,0,,
121128290,"Устранение местных деформаций, усиление, восстановление поврежденных участков фундаментов ",121128192,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Стены и фасад,5.1.1.1,3274964,1,0,2016,0,0,,
121128291,Уборка подвального помещения ,121128160,migration,1 раз(а) в год,2048730,Уборка,2.22,3274956,1,0,2016,0,0,,
121128292,Проверка заземления оболочки электрокабеля ,121128153,migration,,3588894,Электричество,6.12,,,0,2016,0,0,,
121128228,Устранение аварии ,121128155,migration,Незамедлительное реагирование с момента получения заявки,3588894,Авария,11.1,3274944,0,0,2016,0,0,,
121128229,Антисептирование и антиперирование ,121128181,migration,Осмотр 2 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Крыши,5.40.2,3274956,2,0,2016,0,0,,
121128230,Восстановление гидроизоляции кровли ,121128181,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Крыши,5.40.9,3274964,1,0,2016,0,0,,
121128231,Восстановление переходов через трубопроводы ,121128181,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Крыши,5.40.7,3274964,1,0,2016,0,0,,
121128232,Замена элементов внутреннего водостока ,121128181,migration,Устранение по мере обнаружения дефектов,3588898,Крыши,5.40.4,3274966,0,0,2016,0,0,,
121128233,Замена элементов парапетных решеток ,121128181,migration,Устранение по мере обнаружения дефектов,3588898,Крыши,5.40.5,3274966,0,0,2016,0,0,,
121128234,Ремонт вентиляции ,121128181,migration,Устранение по мере обнаружения дефектов,3588894,Крыши,5.40.8,3274966,0,0,2016,0,0,,
121128235,Восстановление крыльца ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Лестницы, пандусы, крыльцо",5.60.5,3274964,1,0,2016,0,0,,
121128236,Замена крыльца ,121128183,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",5.60.6,3274964,1,0,2016,0,0,,
121128237,Прочистка внутреннего металлического водостока от засорения ,121128171,migration,В течение 5 суток после обнаружения,3588900,Водосток,2.190.1,3274950,5,0,2016,0,0,,
121128238,Сбивание сосулек ,121128173,migration,В течение 1 суток после обнаружения,2048730,Очистка кровли,2.200.2,3274950,1,0,2016,0,0,,
121128239,Сбрасывание снега с крыш ,121128173,migration,В течение 3 часов после снегопада,2048730,Очистка кровли,2.200.1,3274972,3,0,2016,0,0,,
121128240,Частичная смена отдельных элементов ,121128180,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Перекрытия,5.30.1,3274964,1,0,2016,0,0,,
121128241,Дератизация ,121128148,migration,1 раз(а) в год,3588894,Дезинсекция,14.1,3274956,1,0,2016,0,0,,
121128242,Влажное подметание лестничных площадок и маршей нижних 2 этажей ,121128160,migration,1 раз(а) в день,2048730,Санитарное обслуживание,2.1,3274952,1,0,2016,0,0,,
121128243,Мытье дверей ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.1,3274956,1,0,2016,0,0,,
121128244,Мытье плафонов на лестничных клетках ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.9,3274956,1,0,2016,0,0,,
121128245,Мытье слаботочных устройств ,121128160,migration,1 раз(а) в год,3588898,Санитарное обслуживание,2.16,3274956,1,0,2016,0,0,,
121128246,Вывоз и обезвреживание твердых бытовых отходов ,121128146,migration,1 раз(а) в день,2048731,Мусор,3.1,3274952,1,0,2016,0,0,,
121128247,Замена и восстановление работоспособности внутридомового электрооборудования (за исключением внутриквартирных устройств и приборов) ,121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Электричество,6.22,3274961,0,0,2016,0,0,,
121128248,"Замена и восстановление работоспособности отдельных элементов системы холодного водоснабжения, при необходимости отключение и включение стояков ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,6.19,3274961,0,0,2016,0,0,,
121128252,"Замена и восстановление центрального отопления с выполнением наладочных регулировочных работ, ликвидацией непрогревов и неисправностей в квартирах ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Отопление,6.18,3274961,0,0,2016,0,0,,
121128351,"Очистка кровли от мусора, грязи и листьев ",121128160,migration,2 раз(а) в год,2048730,Уборка,2.18,3274956,2,0,2016,0,0,,
121128352,Замена дверей в помещениях общего пользования ,121128182,migration,Устранение по мере обнаружения дефектов,3588898,Двери,5.50.2,3274966,,0,2016,0,0,,
121128353,"Замена и восстановление работоспособности отдельных элементов системы канализации, в том числе ликвидация засоров, за исключением внутриквартирного сантехоборудования ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Канализация,6.21,3274961,0,0,2016,0,0,,
121128354,Обслуживание ламп-сигналов ,121128153,migration,Круглосуточно,3588898,Свет,6.17,3274958,0,0,2016,0,0,,
121128355,Проверка исправности канализационных вытяжек ,121128153,migration,Устранение по мере обнаружения дефектов,3588898,Канализация,6.9,3274966,0,0,2016,0,0,,
121128356,Прочистка дымовентиляционных каналов ,121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588900,Вентилляция,6.5,3274961,0,0,2016,0,0,,
121128357,Регулировка и наладка систем автоматики расширительных баков ,121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Мусоропровод,6.11,3274961,0,0,2016,0,0,,
121128358,Ремонт и утепление наружных водоразборных кранов ,121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Мусоропровод,6.6,3274961,0,0,2016,0,0,,
121128359,"Ремонт неисправностей в системах водопровода и канализации, центрального отопления и горячего водоснабжения, электротехнических устройств, вентиляционных каналов ",121128153,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,6.8,3274961,0,0,2016,0,0,,
121128360,Установка и текущий ремонт доводчиков ,121128182,migration,Устранение по мере обнаружения дефектов,3588898,Двери,5.50.5,3274966,0,0,2016,0,0,,
121128361,"Замена и восстановление работоспособности элементов пожаротушения (трубопроводов, включая ввод и стояки пожарного водопровода) ",121128151,migration,В течение 5 суток после обнаружения,3588894,Пожарная безопасность,8.3,3274950,5,0,2016,0,0,,
121128362,Ликвидация скользкости ,121128149,migration,В течение 3 часов после обнаружения,2048730,Снег,15.1,3274949,3,0,2016,0,0,,
121128363,Подметание земельного участка в летний период ,121128149,migration,1 раз(а) в день,2048730,Уборка улицы,15.1,3274952,1,0,2016,0,0,,
121128364,Полив тротуаров ,121128149,migration,1 раз(а) в сутки при температуре воздуха более 25 градусов,2048730,Уборка улицы,15.2,3274960,1,0,2016,0,0,,
121128365,"Уборка мусора с газона, очистка урн ",121128149,migration,1 раз(а) в день,2048730,Уборка улицы,15.3,3274952,1,0,2016,0,0,,
121128366,"Устранение местных деформаций, усиление, восстановление поврежденных участков входов в подвалы ",121128192,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Стены и фасад,5.1.1.4,3274964,1,0,2016,0,0,,
121128367,Замена домовых знаков ,121128179,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,Стены и фасад,5.20.7,3274964,1,0,2016,0,0,,
121128373,Восстановление домовых знаков и уличных указателей ,121128179,migration,Устранение по мере обнаружения дефектов,3588898,Стены и фасад,5.20.9,3274966,0,0,2016,0,0,,
128691187,"Ремонт общедомовых приборов учета горячего и холодного водоснабжения, отопления, электроснабжения",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Стены и фасад,115,3274961,,0,2999,0,0,226721519,226721638
128691188,Обслуживание ламп-сигналов,128681532,migration,Круглосуточно,3588898,Электричество,116,3274958,,0,2999,0,0,226721519,226721614
128691189,"Замена и восстановление отдельных элементов системы отопления с выполнением наладочных регулировочных работ, ликвидацией непрогревов и неисправностей в квартирах",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Свет,117,3274961,,0,2999,0,0,226721519,226721640
128691190,"Замена и восстановление отдельных элементов системы холодного водоснабжения, при необходимости отключение и включение стояков",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Отопление,118,3274961,,0,2999,0,0,226721519,226721642
128691191,"Замена и восстановление отдельных элементов системы горячего водоснабжения, при необходимости отключение и включение стояков",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,119,3274961,,0,2999,0,0,226721519,226721641
128691192,"Замена и восстановление отдельных элементов системы канализации, в том числе ликвидация засоров, за исключением внутриквартирного сантехоборудования",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,120,3274961,,0,2999,0,0,226721519,226721643
128691193,Замена и восстановление отдельных элементов внутридомового электрооборудования (за исключением внутриквартирных устройств и приборов),128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Канализация,121,3274961,,0,2999,0,0,226721519,226721639
128691194,Гидропневматическая очистка системы отопления,128681532,migration,-,101850304,Электричество,122,,,0,2999,0,0,226721519,226721640
128691195,Обслуживание и ремонт АУУТЭ,128681532,migration,-,3588898,Водоснабжение,123,,,0,2999,0,0,226721519,226721612
128691196,Обслуживание и ремонт АСКУЭ,128681532,migration,-,3588898,Водоснабжение,124,,,0,2999,0,0,226721519,226721612
128691197,Обслуживание и ремонт насосных пунктов,128681532,migration,-,3588898,Водоснабжение,125,,,0,2999,0,0,226721519,226721614
128691198,Обслуживание и ремонт тепловых пунктов,128681532,migration,-,3588898,Отопление,126,,,0,2999,0,0,226721519,226721621
128691199,Обслуживание и ремонт крышных газовых котельных,128681532,migration,-,3588898,Крыши,127,,,0,2999,0,0,226721519,226721640
128691200,"Ремонт электрооборудования (эл. щитков, замена АВР (аварийное включение резерва) и др. работы)",128681532,migration,-,3588898,Электричество,128,,,0,2999,0,0,226721519,226721639
128691201,Техническое обслуживание светильников дежурного освещения,128681532,migration,-,3588898,Свет,129,,,0,2999,0,0,226721519,226721639
128691202,"Иное (Работы по содержанию и ремонту оборудования и систем инженерно-технического обеспечения, входящих в состав общего имущества в многоквартирном доме)",128681532,migration,-,,Техническое обслуживание,130,,,0,2999,0,0,226721519,226721614
128691203,"Восстановление работоспособности вентиляционных и промывочных устройств, мусороприемных клапанов и шиберных устройств",128681533,migration,-,3588894,Вентилляция,132,,,0,2999,0,0,226721549,226721635
128691204,Профилактический осмотр мусоропроводов,128681533,migration,-,3588898,Вентилляция,133,,,0,2999,0,0,226721549,226721635
128691205,Видеодиагностика внутренней поверхности асбестоцементных стволов мусоропровода,128681533,migration,-,3588900,Мусоропровод,134,,,0,2999,0,0,226721549,226721635
128691206,Уборка загрузочных клапанов мусоропровода,128681533,migration,-,3588898,Мусоропровод,135,,,0,2999,0,0,226721549,226721635
128691207,Мойка сменных мусоросборников,128681533,migration,-,3588898,Мусоропровод,136,,,0,2999,0,0,226721549,226721635
128691208,Мойка нижней части ствола и шибера мусоропровода,128681533,migration,-,3588898,Мусоропровод,137,,,0,2999,0,0,226721549,226721635
128691209,Очистка и дезинфекция всех элементов ствола мусоропровода,128681533,migration,-,3588900,Мусоропровод,138,,,0,2999,0,0,226721549,226721635
128691210,Дезинфекция мусоросборников,128681533,migration,-,101850304,Мусоропровод,139,,,0,2999,0,0,226721549,226721635
128691211,Устранение засора,128681533,migration,-,101850304,Мусоропровод,140,,,0,2999,0,0,226721549,226721635
128691212,Мелкий ремонт неисправностей мусоропровода,128681533,migration,-,3588898,Мусоропровод,141,,,0,2999,0,0,226721549,226721635
128691213,Иное (Работы по содержанию и ремонту мусоропроводов в многоквартирном доме),128681533,migration,-,,Мусоропровод,142,,,0,2999,0,0,226721549,226721635
128691214,Обслуживание лифтов и лифтового оборудования,128681534,migration,Круглосуточно,3588898,Мусоропровод,144,3274958,,0,2999,0,0,226721561,226721637
128691215,Организация системы диспетчерского контроля и обеспечение диспетчерской связи с кабиной лифта,128681534,migration,-,101850304,Лифт,145,,,0,2999,0,0,226721561,226721621
128691216,Иное (Работы по содержанию и ремонту лифта (лифтов) в многоквартирном доме),128681534,migration,-,,Лифт,146,,,0,2999,0,0,226721561,226721637
128691217,Осмотр пожарной сигнализации и средств пожаротушения ,128681535,migration,-,3588898,Лифт,148,,,0,2999,0,0,226721565,226721614
128691218,Обслуживание систем дымоудаления и противопожарной автоматики,128681535,migration,1 раз(а) в месяц,3588898,Пожарная безопасность,149,3274953,1,0,2999,0,0,226721565,226721646
128691219,"Замена и восстановление работоспособности элементов пожаротушения (трубопроводов, включая ввод и стояки пожарного водопровода)",128681535,migration,В течение 5 суток после обнаружения,3588898,Пожарная безопасность,150,3274950,5,0,2999,0,0,226721565,226721621
128691220,Иное (Работы по обеспечению требований пожарной безопасности),128681535,migration,-,,Пожарная безопасность,151,,,0,2999,0,0,226721565,226721614
128691221,"Проверка наличия тяги в дымоходах, вентиляционных каналах",128681536,migration,-,3588898,Пожарная безопасность,153,,,0,2999,0,0,226721570,226721645
